,f1_train,f1_test,accuracy_train,accuracy_test,sigma,num_epoch,num_sets,kmax,mf,num_input_units,output_units
127,0.5299986128213707,0.523493853178669,0.6533,0.6519999999999999,0.01,15,5,25,gaussian,10,2
128,0.21412367000523885,0.22263674918947302,0.5262,0.5322,0.01,15,5,25,semicircle,10,2
129,0.3837144336570712,0.3919247666437979,0.54345,0.5464,0.01,15,5,50,tri,10,2
130,0.527619119509436,0.5338815791819547,0.6651999999999999,0.6689999999999999,0.01,15,5,50,gaussian,10,2
131,0.13191107116808712,0.13693310334982084,0.51745,0.5199999999999999,0.01,15,5,50,semicircle,10,2
132,0.25232432877519373,0.2571818390189518,0.51775,0.5216000000000001,0.01,15,7,5,tri,10,2
133,0.4780821138851298,0.4828525446747377,0.4756,0.47919999999999996,0.01,15,7,5,gaussian,10,2
134,0.4999806540045551,0.4904822693092353,0.48760000000000003,0.47459999999999997,0.01,15,7,5,semicircle,10,2
135,0.2665412436936114,0.2768389758199671,0.52645,0.537,0.01,15,7,10,tri,10,2
136,0.5405600718051804,0.5353146683052572,0.655,0.6536000000000001,0.01,15,7,10,gaussian,10,2
137,0.2870677628839868,0.2892213474925523,0.48895,0.4894,0.01,15,7,10,semicircle,10,2
138,0.3062156975942759,0.31123021482579716,0.5297000000000001,0.5321999999999999,0.01,15,7,25,tri,10,2
139,0.5299986128213707,0.523493853178669,0.6533,0.6519999999999999,0.01,15,7,25,gaussian,10,2
140,0.22729038306551766,0.23767619847631205,0.4968,0.505,0.01,15,7,25,semicircle,10,2
141,0.3953809857237267,0.39759284128985084,0.54665,0.5478000000000001,0.01,15,7,50,tri,10,2
142,0.527619119509436,0.5338815791819547,0.6651999999999999,0.6689999999999999,0.01,15,7,50,gaussian,10,2
143,0.22055345883894856,0.238528163615294,0.4965,0.506,0.01,15,7,50,semicircle,10,2
144,0.15474463995512866,0.1606676879110794,0.51685,0.52,0.01,25,3,5,tri,10,2
145,0.0,0.0,0.5,0.5,0.01,25,3,5,gaussian,10,2
146,0.21680957882710022,0.21466366228184136,0.5023500000000001,0.502,0.01,25,3,5,semicircle,10,2
147,0.05044568333606183,0.050555830659447396,0.5023500000000001,0.5064,0.01,25,3,10,tri,10,2
148,0.02489851150202977,0.019117647058823527,0.5029,0.5016,0.01,25,3,10,gaussian,10,2
149,0.25652435580699706,0.2660353369124923,0.5132999999999999,0.5174000000000001,0.01,25,3,10,semicircle,10,2
150,0.2942526435503443,0.3131551002239142,0.5354,0.5431999999999999,0.01,25,3,25,tri,10,2
151,0.03349408154318282,0.027758007117437727,0.50505,0.5032,0.01,25,3,25,gaussian,10,2
152,0.19460617063158067,0.1936003732636821,0.5071999999999999,0.5078000000000001,0.01,25,3,25,semicircle,10,2
153,0.32193015812135195,0.31735486189131873,0.5416000000000001,0.5389999999999999,0.01,25,3,50,tri,10,2
154,0.0,0.0,0.5,0.5,0.01,25,3,50,gaussian,10,2
155,0.19460617063158067,0.1936003732636821,0.5071999999999999,0.5078000000000001,0.01,25,3,50,semicircle,10,2
156,0.212102176108385,0.21497566267976925,0.5212,0.526,0.01,25,5,5,tri,10,2
157,0.4780821138851298,0.4828525446747377,0.4756,0.47919999999999996,0.01,25,5,5,gaussian,10,2
158,0.4620078322145882,0.4837012862726066,0.5162,0.5328,0.01,25,5,5,semicircle,10,2
159,0.3713228126198962,0.367970806964449,0.5468999999999999,0.5429999999999999,0.01,25,5,10,tri,10,2
160,0.5405600718051804,0.5353146683052572,0.655,0.6536000000000001,0.01,25,5,10,gaussian,10,2
